ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price,Mileage,Engine Power,Purchased Date,Car Sale Status,Sold Date,Purchased Price,Sold Price,Margin,Sales Agent Name,Sales Rating,Sales Commission,Feedback
3a16db0a-6424-4099-b47d-d7eeb98eb2d6,Distributor D,Location X,Model Y,Manufacturer B,Truck,Black,Manual,4,5,Diesel,2022,7300,39940,94,2022-10-24,Sold,2023-08-02,6638,6633,-0.07532389273877674,Agent D,2,0,Poor
d2ee59f1-2997-45f8-bbce-659d12bb7a2f,Distributor A,Location W,Model X,Manufacturer C,Sedan,Red,Manual,4,4,Hybrid,2017,8200,42445,94,2020-05-14,Un Sold,,7612,,,Agent D,1,0,Good
062195c4-fb6e-4cf9-8066-6e3d6e8aebf4,Distributor D,Location Y,Model Z,Manufacturer A,Truck,Blue,Manual,5,4,Electric,2016,9300,8280,105,2020-07-29,Un Sold,,7675,,,Agent E,5,0,Good
e84775e8-bbae-467f-9c22-96cde0b39c94,Distributor B,Location X,Model Z,Manufacturer B,Truck,Red,Manual,4,5,Petrol,2021,7300,54836,94,2017-01-06,Sold,2021-06-18,6397,6384,-0.20322025949663908,Agent E,4,0,Good
4cd2e19c-f173-4b24-9a40-00227d24e082,Distributor A,Location X,Model X,Manufacturer B,Truck,White,Manual,4,2,Hybrid,2018,8600,784642,141,2020-08-04,Un Sold,,7580,,,Agent C,5,0,Average
9f8bacd9-fa7b-45e7-8ecb-b32f19726f35,Distributor B,Location X,Model Y,Manufacturer A,Truck,Red,Automatic,2,4,Hybrid,2015,8900,64610,97,2021-03-03,Un Sold,,6924,,,Agent E,3,0,Good
e0bd9288-7a23-4a52-b948-0fd777b4d863,Distributor C,Location W,Model Y,Manufacturer C,Truck,Black,Automatic,5,5,Diesel,2015,8000,59970,97,2016-06-21,Sold,2024-04-01,6326,6329,0.047423332279481506,Agent E,3,0.006,Poor
50296f63-39ca-440d-88b7-608770a06163,Distributor A,Location X,Model Y,Manufacturer C,Truck,Blue,Automatic,5,4,Hybrid,2023,8100,28279,103,2023-08-08,Un Sold,,6492,,,Agent B,2,0,Average
e2ba192c-ca8a-4086-a73e-6bb1911abf03,Distributor B,Location X,Model Y,Manufacturer A,Hatchback,White,Manual,5,2,Hybrid,2018,7600,22282,225,2016-04-05,Un Sold,,6139,,,Agent E,3,0,Excellent
1464d445-f4b2-4132-8179-2c9324d3a89d,Distributor D,Location X,Model Y,Manufacturer B,Convertible,Blue,Automatic,5,4,Electric,2021,10300,10716,109,2019-12-17,Un Sold,,8708,,,Agent E,5,0,Good
4043addb-6ca9-4fff-a19e-b0ac97a822cc,Distributor B,Location Z,Model Z,Manufacturer A,Sedan,Black,Automatic,5,4,Petrol,2019,7000,49237,146,2015-02-12,Sold,2021-08-04,5952,5949,-0.05040322580645161,Agent D,5,0,Average
6fa031ab-5881-4d91-ab48-32f7bfd347ed,Distributor B,Location X,Model X,Manufacturer B,Truck,Red,Automatic,7,4,Electric,2016,9300,813075,346,2022-12-14,Un Sold,,8044,,,Agent E,4,0,Excellent
26b3189b-87aa-4099-a6a9-fc21e730199a,Distributor A,Location Z,Model Y,Manufacturer A,Sedan,Black,Automatic,2,4,Electric,2015,8900,1950,93,2019-03-21,Un Sold,,8120,,,Agent B,2,0,Good
b00bb88e-345b-438d-b7e4-17a60bddf0b6,Distributor C,Location X,Model Y,Manufacturer A,Convertible,Blue,Automatic,4,4,Hybrid,2024,9500,51657,289,2018-07-07,Un Sold,,7943,,,Agent A,2,0,Average
d72ed35f-f81e-4f93-8dd8-5fbf69fcd00d,Distributor D,Location Y,Model Z,Manufacturer A,Truck,Blue,Automatic,5,5,Hybrid,2017,8700,32321,93,2016-07-27,Un Sold,,7330,,,Agent B,3,0,Average
a275c3b9-9ce7-45a7-9d69-e8e139b5c7df,Distributor C,Location Y,Model Z,Manufacturer B,Truck,Black,Manual,4,5,Petrol,2020,7400,21090,95,2018-08-20,Sold,2024-09-09,5453,5451,-0.03667705849990831,Agent A,1,0,Good
6daf2997-6722-4d5a-b9a9-9df1f7ffb23d,Distributor D,Location W,Model Y,Manufacturer C,Truck,Black,Manual,7,4,Hybrid,2020,8400,18393,92,2022-08-15,Un Sold,,7899,,,Agent B,4,0,Excellent
25ce56ca-c6e1-4393-85c5-3e424f692119,Distributor D,Location Y,Model Y,Manufacturer C,Truck,Blue,Automatic,5,2,Diesel,2018,7700,57378,282,2024-08-09,Un Sold,,5877,,,Agent E,2,0,Good
c5c6076d-6ee0-45d0-bfaa-3273517b26ae,Distributor D,Location X,Model Z,Manufacturer B,Hatchback,Gray,Automatic,4,5,Petrol,2015,6900,11439,103,2015-06-22,Un Sold,,4929,,,Agent E,1,0,Good
43c5d991-ee89-401c-9425-a7ecdde6d959,Distributor D,Location Y,Model Z,Manufacturer A,Hatchback,Red,Manual,5,5,Hybrid,2021,7300,2736,107,2023-05-02,Un Sold,,5792,,,Agent C,3,0,Good
fbdf052d-ef0d-4177-8070-7e4fbfd8cae1,Distributor B,Location Z,Model Y,Manufacturer A,SUV,White,Manual,5,2,Hybrid,2018,9100,54085,96,2023-05-30,Un Sold,,7440,,,Agent C,1,0,Good
1a45887a-ce75-4528-85b0-24116aa50ee8,Distributor A,Location Z,Model Y,Manufacturer C,Hatchback,White,Automatic,4,4,Petrol,2019,6500,60963,103,2019-02-09,Sold,2021-01-12,4748,4739,-0.18955349620893008,Agent D,2,0,Excellent
a370b7ac-c2d4-49f0-9c93-11b69064b5db,Distributor A,Location W,Model Z,Manufacturer A,Hatchback,Red,Manual,2,4,Petrol,2023,6100,49242,195,2022-04-23,Un Sold,,4978,,,Agent A,3,0,Poor
31914e08-a9df-49e0-a319-9d8159d57535,Distributor B,Location Y,Model Z,Manufacturer C,Truck,Red,Manual,7,2,Diesel,2016,7900,72305,98,2019-08-24,Sold,2023-01-14,6142,6148,0.09768804949527841,Agent C,4,0.012,Excellent
1f120f85-8ba7-48a4-912c-3848c44000ed,Distributor D,Location W,Model Z,Manufacturer A,Truck,Blue,Manual,4,5,Petrol,2024,7000,69673,290,2015-04-28,Sold,2024-09-28,5530,5524,-0.108499095840868,Agent A,5,0,Excellent
9381028a-dce0-4866-846b-6f75234fe891,Distributor B,Location X,Model Z,Manufacturer B,Convertible,White,Automatic,4,4,Electric,2023,10100,20569,102,2017-10-13,Un Sold,,9449,,,Agent D,3,0,Excellent
455c9746-e058-4cbe-b68d-d00261596b2d,Distributor A,Location Y,Model X,Manufacturer A,Truck,Red,Automatic,5,4,Petrol,2015,7900,768698,102,2015-02-07,Un Sold,,6298,,,Agent E,1,0,Excellent
c5bd29b8-9fe9-4c1d-b0cd-a04a5936f2f0,Distributor A,Location W,Model X,Manufacturer C,Truck,Blue,Automatic,4,2,Petrol,2019,7500,34043,102,2021-08-13,Un Sold,,6573,,,Agent C,3,0,Average
ce46c20f-66f7-4b81-bd5b-14a20034caf6,Distributor A,Location Y,Model Y,Manufacturer B,Hatchback,Black,Manual,4,4,Electric,2017,8200,12679,101,2020-07-07,Un Sold,,7371,,,Agent A,5,0,Average
051d2ab8-b467-42d2-8e6d-04c0ec28de7b,Distributor A,Location X,Model Z,Manufacturer C,SUV,Black,Manual,7,4,Petrol,2024,7500,158067,108,2018-10-05,Sold,2023-09-07,6372,6368,-0.06277463904582549,Agent D,2,0,Good
bbb152c2-02be-4dc4-8c02-dc7c57972289,Distributor D,Location W,Model Z,Manufacturer A,Hatchback,Black,Automatic,7,2,Electric,2017,8200,28106,98,2020-12-20,Un Sold,,7438,,,Agent E,2,0,Excellent
594d36ca-831a-4d27-8db9-910bfacf6c00,Distributor A,Location Y,Model X,Manufacturer A,Truck,Black,Manual,2,4,Petrol,2017,7700,14360,95,2019-04-30,Un Sold,,6551,,,Agent E,1,0,Good
849bd14e-bb62-4fef-80ec-154fb0b145e3,Distributor D,Location Z,Model Z,Manufacturer A,Truck,Black,Automatic,4,4,Electric,2020,8900,46984,108,2016-02-12,Un Sold,,7474,,,Agent C,5,0,Excellent
2697b977-9110-42dc-9185-dd3abac4eeda,Distributor D,Location Z,Model Z,Manufacturer C,SUV,Blue,Automatic,5,4,Petrol,2024,7500,33946,98,2020-05-08,Sold,2020-08-22,6497,6507,0.15391719255040787,Agent C,5,0.02,Excellent
5e655176-df79-4d2c-b60c-839d6fde15b5,Distributor C,Location Z,Model Z,Manufacturer C,Convertible,Blue,Automatic,7,4,Petrol,2016,9300,50381,110,2018-11-29,Un Sold,,8318,,,Agent D,2,0,Poor
568f4402-286a-4258-9261-d3ecdd4a95c3,Distributor B,Location Y,Model Y,Manufacturer C,Truck,Black,Manual,5,2,Electric,2024,8500,7891,92,2024-02-20,Un Sold,,7789,,,Agent A,3,0,Good
9f7fabe6-a647-4c9a-b2fd-451b1e691e27,Distributor C,Location W,Model Y,Manufacturer A,Truck,White,Manual,4,4,Hybrid,2023,8100,38079,101,2023-05-15,Un Sold,,7233,,,Agent B,4,0,Excellent
57fbc3ca-0349-43c0-b536-ef1699aedf7e,Distributor B,Location W,Model Y,Manufacturer B,Truck,Red,Manual,7,4,Petrol,2020,7400,6032,104,2022-01-21,Un Sold,,6500,,,Agent C,1,0,Average
82449d5c-607f-4c43-818f-15ef53cd27c6,Distributor A,Location X,Model Y,Manufacturer B,Truck,Gray,Automatic,7,5,Diesel,2023,7200,42525,99,2016-02-14,Un Sold,,5946,,,Agent E,3,0,Good
4b4878c2-f918-4e40-9ae1-3fb0ff806e55,Distributor D,Location Y,Model Z,Manufacturer A,Truck,Red,Automatic,4,2,Diesel,2016,7900,38391,109,2016-02-18,Un Sold,,6028,,,Agent A,4,0,Excellent
77de6b79-5888-4695-b8ac-e603bd87343e,Distributor C,Location W,Model X,Manufacturer C,Convertible,Gray,Manual,4,5,Hybrid,2022,9700,9188,99,2015-09-19,Un Sold,,8832,,,Agent A,4,0,Good
f67e8232-5cfa-42ee-b388-4a7f19a71455,Distributor A,Location Z,Model Z,Manufacturer C,Hatchback,Black,Manual,4,4,Diesel,2018,6700,12383,97,2015-08-06,Un Sold,,5658,,,Agent D,5,0,Excellent
7fe3a399-aeb5-4dcf-8faf-89a9841ebd4f,Distributor D,Location Y,Model Y,Manufacturer B,Truck,Blue,Automatic,2,4,Petrol,2018,7600,58420,90,2021-08-27,Sold,2022-04-25,6096,6081,-0.24606299212598426,Agent B,3,0,Poor
27e5212a-db89-4734-a00a-fe9669432d61,Distributor B,Location W,Model Y,Manufacturer A,Convertible,Blue,Manual,4,4,Petrol,2019,9000,15336,103,2018-02-13,Un Sold,,7304,,,Agent B,4,0,Average
e7032157-7ef2-4c61-b5f7-0ce94bb488e2,Distributor D,Location Z,Model X,Manufacturer C,SUV,Black,Manual,2,2,Hybrid,2016,9300,39695,102,2018-08-29,Un Sold,,7752,,,Agent C,2,0,Good
043b641c-b8f7-438c-9244-4c34c61c9325,Distributor C,Location X,Model X,Manufacturer C,Truck,Red,Automatic,5,5,Diesel,2023,7200,61527,109,2020-03-07,Un Sold,,5782,,,Agent C,1,0,Good
8913ca64-7c46-4711-9468-bcb9cc3193ef,Distributor D,Location Z,Model X,Manufacturer C,Truck,Red,Automatic,7,2,Petrol,2021,7300,50857,105,2020-08-21,Un Sold,,5469,,,Agent C,3,0,Average
0a4e44f3-5a76-4e89-84bd-9221cd196a06,Distributor A,Location X,Model Y,Manufacturer A,Truck,Red,Manual,5,4,Hybrid,2019,8500,10638,108,2024-08-19,Sold,2024-09-07,6647,6640,-0.10531066646607493,Agent A,5,0,Excellent
df50da4c-ef47-419a-85cf-7e1141336fa6,Distributor D,Location X,Model X,Manufacturer B,Truck,Black,Automatic,5,4,Hybrid,2021,8300,21568,110,2016-05-27,Un Sold,,6518,,,Agent B,4,0,Good
824ed0d7-8a7d-4a1e-b0d6-6d2b60dadb1a,Distributor C,Location Y,Model Z,Manufacturer A,Truck,Gray,Manual,4,2,Hybrid,2021,8300,21452,92,2017-08-18,Un Sold,,6567,,,Agent D,2,0,Good
ecc6fb84-c866-4d3b-8789-bd03de89a388,Distributor A,Location Y,Model X,Manufacturer B,Truck,Black,Automatic,5,4,Diesel,2023,7200,11527,104,2021-05-21,Un Sold,,5427,,,Agent A,3,0,Average
0f6b5f26-3186-487b-b320-e10a9716b4db,Distributor A,Location Z,Model X,Manufacturer A,Truck,Black,Automatic,5,2,Hybrid,2019,8500,53713,303,2015-05-25,Un Sold,,7385,,,Agent C,2,0,Poor
8cf0637c-3389-478d-9104-db1518abaeeb,Distributor D,Location W,Model Z,Manufacturer B,Hatchback,Red,Automatic,4,2,Diesel,2018,6700,15136,106,2023-12-25,Un Sold,,4717,,,Agent D,3,0,Excellent
3f3404de-3ebd-44ef-ab25-54379bdd0f33,Distributor A,Location W,Model Y,Manufacturer A,Truck,Blue,Automatic,4,2,Diesel,2022,7300,19519,216,2023-03-10,Sold,2023-06-16,6470,6455,-0.23183925811437403,Agent B,2,0,Excellent
d681457f-2557-4fed-8544-30bdcb122f51,Distributor C,Location Z,Model Z,Manufacturer A,Truck,Red,Automatic,4,2,Petrol,2021,7300,31550,301,2015-07-26,Un Sold,,6057,,,Agent C,1,0,Good
ee5104fd-ed2b-43fc-ad0c-1eb5cbbf6c7f,Distributor C,Location Y,Model X,Manufacturer B,Truck,Black,Automatic,2,4,Diesel,2018,7700,7270,90,2024-03-04,Un Sold,,6864,,,Agent C,1,0,Average
c3d58dfb-1f5c-477d-af4a-8c4bd669bcc6,Distributor A,Location Z,Model Z,Manufacturer A,Truck,Blue,Manual,5,4,Hybrid,2024,8000,15091,94,2015-09-07,Un Sold,,6842,,,Agent E,3,0,Excellent
6c61f65a-c1fd-49e8-82fa-1f5d902e96ae,Distributor A,Location W,Model X,Manufacturer B,Truck,Blue,Automatic,2,4,Petrol,2015,7900,19346,96,2021-10-21,Un Sold,,6177,,,Agent D,1,0,Excellent
4c24d48a-3216-4a93-9d53-a82a32034130,Distributor B,Location Z,Model Z,Manufacturer C,Truck,Red,Manual,4,2,Petrol,2019,7500,165967,109,2017-03-06,Un Sold,,5805,,,Agent B,5,0,Excellent
96c52750-7eb1-41df-90f5-57096283768e,Distributor B,Location Y,Model X,Manufacturer B,Truck,White,Automatic,4,2,Diesel,2019,7600,17014,93,2019-03-23,Un Sold,,6677,,,Agent C,5,0,Poor
e5c66a9e-388c-4a0d-b770-4c454e7c2725,Distributor C,Location X,Model Z,Manufacturer B,Sedan,Blue,Automatic,4,5,Electric,2022,8200,623422,106,2018-07-23,Un Sold,,6948,,,Agent A,5,0,Average
25f237c4-9d98-47bf-bf23-76d09f954670,Distributor A,Location W,Model Y,Manufacturer C,SUV,White,Manual,5,2,Diesel,2024,7600,18526,225,2017-04-11,Un Sold,,6924,,,Agent D,4,0,Excellent
e6af87c1-07fc-4ac5-98e0-3f550f3944e4,Distributor D,Location Z,Model Z,Manufacturer C,Truck,Black,Automatic,5,5,Petrol,2024,7000,45548,110,2020-08-10,Un Sold,,5457,,,Agent D,4,0,Good
f0086e2d-6737-4b52-be7a-cb66be355c77,Distributor D,Location Z,Model Y,Manufacturer B,Truck,Red,Automatic,5,4,Diesel,2017,7800,62360,104,2022-06-11,Un Sold,,6665,,,Agent D,1,0,Excellent
f0d2657b-a1ff-4881-b48d-fc70f6af7259,Distributor B,Location W,Model Y,Manufacturer A,Truck,Blue,Manual,4,4,Hybrid,2018,8600,68185,100,2024-09-17,Un Sold,,7921,,,Agent D,3,0,Excellent
2bbbe0e2-ec41-40a8-a91f-c0a5856fc29e,Distributor D,Location Y,Model Z,Manufacturer B,Convertible,Black,Automatic,4,5,Hybrid,2018,10100,19153,92,2022-02-28,Un Sold,,9135,,,Agent C,3,0,Average
